,管轄署,種別,日時,場所,状況,特徴,住所,address,count,color,都道府県コード,都道府県名,都道府県名カナ,都道府県名ローマ字,市区町村コード,市区町村名,市区町村名カナ,市区町村名ローマ字,大字町丁目名,大字町丁目名カナ,大字町丁目名ローマ字,小字・通称名,緯度,経度
51,松山東署管内,写真撮影等,令和4年9月24日(土) 午後0時10分ころ,松山市保免中二丁目の屋外施設敷地内,女性が子供と屋外施設にいたところ、自転車に乗った男からスマートフォンを向けられたもの。,40~60歳位、中肉、身長170センチ位、短髪、灰色長袖、黒色長ズボン、黒色キャップ帽・白色マスク着用、スマートフォン所持、銀色の自転車使用,松山市保免中二丁目の,松山市保免中二丁目,0,写真撮影等,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,保免中二丁目,ホウメンナカ 2,HOMENNAKA 2,,33.817028,132.74789
52,松山南署管内,声かけ,令和4年9月24日(土) 午前1時ころ,松山市西石井五丁目の駐車場,女性が駐車場において、急に背後から男に「こんばんわ」と声をかけられたもの。,40歳位、身長175センチ以上、オレンジ色ジャンパー、徒歩,松山市西石井五丁目の,松山市西石井五丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,西石井五丁目,ニシイシイ 5,NISHIISHII 5,,33.813787,132.771416
53,新居浜署管内,声かけ,令和4年9月21日(水)午後6時15分ころ,新居浜市沢津町二丁目の路上,小学生男児が自転車で走行中、後方から近づいてきた車両に乗車の男から、「お菓子いらん?」と声をかけられ、追いかけられたもの。,中年位、メガネ着用、黒色の軽四乗用自動車使用,新居浜市沢津町二丁目の,新居浜市沢津町二丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,沢津町二丁目,サワヅチョウ 2,SAWAZUCHO 2,,33.976004,133.298108
54,新居浜署管内,写真撮影等,令和4年9月21日(水)午後4時ころ,新居浜市田の上三丁目の路上,小学生女児が歩行中、自転車に乗った男からすれ違いざまに、所持していたスマートフォンを顔の近くまで近づけられたもの。,若い(中高生位)、中肉、黒色短髪、青色半袖Tシャツ、スマートフォン所持、軽快兼用自転車使用,新居浜市田の上三丁目の,新居浜市田の上三丁目,0,写真撮影等,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,田の上三丁目,タノウエ 3,TANOE 3,,33.975659,133.3187
55,松山西署管内,つきまとい,令和4年9月15日(木) 午後6時20分ころ,松山市西垣生町の路上,女子高校生が自転車で移動中、バイクに乗車の男から低速で後方をつきまとわれたもの。,若い感じ、中肉、白色長袖Tシャツ、オートバイ使用(銀色、スクータータイプ)、フルフェイス型ヘルメット着用,松山市西垣生町の,松山市西垣生町,2,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,西垣生町,ニシハブマチ,NISHIHABUMACHI,,33.813675,132.701207
56,松山西署管内,つきまとい,令和4年9月14日(水) 午後9時30分ころ,松山市高岡町の路上,女性が自転車で移動中、自転車に乗車の男から速度を合わせてつきまとわれたもの。,50~60歳位、やせ型、身長170センチ位、黒色短髪、白色Tシャツ、黒色様長ズボン、自転車使用,松山市高岡町の,松山市高岡町,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,高岡町,タカオカマチ,TAKAOKAMACHI,,33.830862,132.720361
57,松山西署管内,声かけ,令和4年9月14日(水) 午前7時15分ころ,松山市富久町の路上,女子中学生が歩行中、駐車車両(軽四乗用、黒色、車高が低い)の傍らに座っていた男から声をかけられた後、「見て。」と言われ、ズボンの上から下半身を触る仕草を見せつけられたもの。,25~35歳位、中肉、身長160~165センチ位、黒色短髪、白色Tシャツ、スウェット様灰色長ズボン、メガネ・白色マスク着用,松山市富久町の,松山市富久町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,富久町,トミヒサマチ,TOMIHISAMACHI,,33.822368,132.728708
58,松山東署管内,ちかん,令和4年9月13日(火) 午後8時ころ,松山市日の出町の路上,女子高校生が歩行中、後方から近づいてきた自転車に乗車の男から、追い抜きざまに身体を触られたもの。,フード付き黒色パーカー(背面に白色プリントあり)、自転車使用(黒色、ママチャリ様),松山市日の出町の,松山市日の出町,0,gray,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,日の出町,ヒノデマチ,HINODEMACHI,,33.837121,132.782305
59,松山南署管内,つきまとい,令和4年9月12日(月) 午後2時35分ころ,松山市居相一丁目から同市東石井七丁目までの路上,女性が子供と歩行中、路上にいた男から凝視され、後をつきまとわれたもの。,25~40歳位、やせ型、身長160~175センチ位、黒色Tシャツ、茶色短パン、黒色キャップ帽着用、メガネなし、小型の茶色バッグ所持、徒歩,松山市居相一丁目から同市東石井七丁目までの,松山市居相一丁目から同市東石井七丁目まで,0,blue,,,,,,,,,,,,,,
60,西予署管内,卑わいな言動,令和4年9月11日(日)午後6時20分ころ,西予市宇和町下松葉の路上,女性が歩行中、女性を追い越して停車した車から降りてきた男に、下半身を指差すなど卑わいな身振りをされたもの。,25~30歳位、やせ型、身長170センチ位、青と緑色Tシャツ、灰色半ズボン、軽四乗用自動車使用(黒色、箱型),西予市宇和町下松葉の,西予市宇和町下松葉,0,卑わいな言動,38.0,愛媛県,エヒメケン,EHIME KEN,38214.0,西予市,セイヨシ,SEIYO SHI,宇和町下松葉,ウワチョウシモマツバ,UWACHO SHIMOMATSUBA,,33.374804,132.506239
61,松山東署管内,写真撮影等,令和4年9月9日(金)午後6時ころ,松山市一番町三丁目の路上,女性が自転車で走行中、2人組の男からすれ違いざまに、所持していた一眼レフカメラを向けられたもの。,20~30歳位、やせ型、身長170センチ位、黒色短髪、一眼レフカメラ所持、徒歩、2人組の男(20~30歳位、170センチ位、やせ型、黒色短髪),松山市一番町三丁目の,松山市一番町三丁目,0,写真撮影等,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,一番町三丁目,イチバンチョウ 3,ICHIBANCHO 3,,33.841925,132.768726
62,宇和島署管内,不審者,令和4年9月9日(金)午前9時20分ころ,宇和島市三間町宮野下から同市伊吹町までを走行中の列車内,女性が列車内の座席に座っていたところ、隣に座った男から、足を組み替えながら少しずつ近づかれ、肩が触れるまで接近されたもの。,60~70歳位、やせ型、茶色長袖セーター様、黒色スウェットズボン様、黒色キャップ帽・茶色の靴着用、メガネなし、銀色ショルダーバッグ(保冷バッグ様)・白色買物袋様2個所持、色黒、徒歩,宇和島市三間町宮野下から同市伊吹町までを走行中の列車内,宇和島市三間町宮野下から同市伊吹町までを走行中の列車内,0,purple,,,,,,,,,,,,,,
63,松山西署管内,つきまとい,令和4年9月9日(金)午前7時50分ころ,松山市高山町の路上,女子中学生が歩行中、自転車に乗車の男から聞き取れない言葉を呟かれ、後方をつきまとわれたもの。,40~50歳位、黒色短髪、灰色半袖、灰色半ズボン、自転車使用(赤色、ママチャリ様、前カゴ付き),松山市高山町の,松山市高山町,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,高山町,タカヤマチョウ,TAKAYAMACHO,,33.867553,132.725088
64,愛南署管内,身体露出,令和4年9月9日(金)午前5時35分ころ,南宇和郡愛南町一本松の駐車場内,全裸で立っていた男が、下半身を触っていたもの。,全裸、中肉中背、マスク・メガネなし、徒歩,南宇和郡愛南町一本松の,南宇和郡愛南町一本松,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38506.0,南宇和郡愛南町,ミナミウワグンアイナンチョウ,MINAMIUWA GUN AINAN CHO,一本松,イッポンマツ,IPPOMMATSU,,32.961864,132.64877
65,今治署管内,不審者,令和4年9月6日(火)午後5時ころ,今治市常盤町二丁目の路上,女子中学生2名が歩行中、自転車に乗車の男から、周囲を何度もうろつかれ、凝視されたもの。,40歳位、身長が低い、黒色様のシャツ(三角形のプリント入り)、サングラス着用、自転車使用,今治市常盤町二丁目の,今治市常盤町二丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38202.0,今治市,イマバリシ,IMABARI SHI,常盤町二丁目,トキワチョウ 2,TOKIWACHO 2,,34.06745,133.002287
66,松山東署管内,身体接触,令和4年9月5日(月) 午前7時55分ころ,松山市清水町二丁目から同市勝山町二丁目までを走行中の電車内,女性が電車に乗車中、後方にいた男から、背中に腹部を押し当てられたもの。,50~60歳位、小肥、身長175センチ位、白髪混じりの短髪(坊主様)、青色様ワイシャツ、黒色スラックス、マスク着用、メガネなし、徒歩,松山市清水町二丁目から同市勝山町二丁目までを走行中の電車内,松山市清水町二丁目から同市勝山町二丁目までを走行中の電車内,0,身体接触,,,,,,,,,,,,,,
67,松山南署管内,不審者,令和4年9月3日(土) 午前8時10分ころ,松山市東方町の屋外施設,男が屋外施設内をうろついたり、隣接する施設敷地内を覗き込むなどの挙動不審な行動をしていたもの。,40~50歳位、やせ型、身長170センチ位、黒髪、水色長袖シャツ、黒色ズボン、白色マスク着用、オートバイ使用(灰色、スクータータイプ),松山市東方町の,松山市東方町,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,東方町,ヒガシガタマチ,HIGASHIGATAMACHI,,33.763088,132.820612
68,新居浜署管内,声かけ,令和4年9月2日(金) 午後6時ころ,新居浜市中萩町の路上,男子中学生が路上で友人を待っていたところ、自転車に乗った男から「何年生ですか。」と声をかけられた後、家族の事を詳しく聞かれたもの。,高校生から大学生位、上衣:黄色の服、下衣:不明、自転車使用(青色ヘルメット着用),新居浜市中萩町の,新居浜市中萩町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,中萩町,ナカハギチョウ,NAKAHAGICHO,,33.928934,133.282661
69,今治署管内,つきまとい,令和4年9月2日(金)午後4時30分ころ,今治市常盤町五丁目から同市東鳥生町一丁目までの路上,女子中学生が自転車で走行中、自転車に乗車の男から後方をつきまとわれたもの。,上下合羽、自転車使用,今治市常盤町五丁目から同市東鳥生町一丁目までの,今治市常盤町五丁目から同市東鳥生町一丁目まで,0,blue,,,,,,,,,,,,,,
70,松山東署管内,写真撮影等,令和4年9月2日(金) 午前7時40分ころ,松山市一番町二丁目の路上,小学生男児が路上を歩行中、男から「かわいいね。」と声をかけられて、肩や頭を触られた上、スマートフォンで容姿を撮影されたもの。,20-30歳位、中肉男、170cm位、マッシュルームヘア、灰色シャツ、黒色長ズボン、茶色リュック、スマートフォン(灰色カバー付き、レンズが2つ)、財布所持、メガネ・マスクなし,松山市一番町二丁目の,松山市一番町二丁目,0,写真撮影等,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,一番町二丁目,イチバンチョウ 2,ICHIBANCHO 2,,33.841222,132.771378
71,松山東署管内,つきまとい,令和4年9月1日(木) 午後0時30分ころ,松山市小坂一丁目から同市中村一丁目までの路上,女子中学生が歩行中、自転車に乗った男から声をかけられ、後方をつきまとわれたもの。,60~70歳位、中肉男、上衣:赤色の服、下衣:不明、赤色自動車使用,松山市小坂一丁目から同市中村一丁目までの,松山市小坂一丁目から同市中村一丁目まで,0,blue,,,,,,,,,,,,,,
72,四国中央署管内,つきまとい,令和4年9月1日(木)午前11時30分ころ,四国中央市寒川町の路上,小学生男児が歩行中、前方から走ってきた男からすれ違い後、Uターンして後方を追い掛けられたもの。,50歳位、身長170センチ位、黒色Tシャツ、黒色長ズボン、青と赤色キャップ帽・黒色マスク着用、徒歩,四国中央市寒川町の,四国中央市寒川町,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,寒川町,サンガワチョウ,SANGAWACHO,,33.952462,133.507717
